candidate_id,target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available,role_fit_score,portfolio_score,job_ready,shortlisted,hired,successful_candidate,data_origin,split
CAND000181,AI Engineer,MTech,86,2.0,77,97,0,3,59,96,57,54,0,0,59,66,36,71,85,54,0,1,89,58,1,1,1,0,synthetic,train
CAND000182,AI Engineer,BSc,55,2.3,71,80,2,3,72,90,66,72,0,2,75,66,44,71,79,43,0,1,76,64,0,0,0,0,synthetic,train
CAND000183,AI Engineer,BBA,66,2.0,69,70,4,3,61,80,49,49,59,1,82,60,61,68,93,69,1,1,74,69,1,0,0,0,synthetic,train
CAND000184,AI Engineer,MTech,45,2.0,83,62,3,3,55,79,59,58,72,0,82,48,61,68,63,59,1,1,68,66,0,0,0,0,synthetic,train
CAND000185,AI Engineer,BTech,73,3.0,67,88,2,5,62,63,60,58,43,0,68,64,87,71,86,70,1,0,77,73,1,1,1,0,synthetic,train
CAND000186,AI Engineer,BE,91,1.7,67,80,2,4,54,77,52,39,0,0,59,57,37,62,75,48,0,0,79,54,0,0,0,0,synthetic,train
CAND000187,AI Engineer,BSc,39,2.0,66,100,1,6,97,82,41,51,36,5,88,41,62,73,53,75,1,1,73,68,1,0,0,0,synthetic,train
CAND000188,AI Engineer,BTech,74,0.7,65,83,3,2,42,79,38,63,0,0,43,70,80,61,73,56,0,0,76,62,0,0,0,0,synthetic,train
CAND000189,AI Engineer,BCA,73,3.0,89,66,2,3,84,81,60,71,26,0,61,58,53,56,67,58,1,0,76,57,0,0,0,0,synthetic,train
CAND000190,AI Engineer,BCA,48,1.2,52,62,6,2,48,68,45,43,48,2,84,33,38,74,77,75,1,1,60,60,0,0,0,0,synthetic,train
CAND000191,AI Engineer,MBA,55,1.0,52,93,2,2,67,81,53,55,0,0,40,41,68,49,96,50,0,0,75,49,0,0,0,0,synthetic,train
CAND000192,AI Engineer,BTech,62,3.0,79,100,0,4,86,99,46,57,55,2,90,53,71,73,91,43,1,1,87,74,1,1,1,0,synthetic,train
CAND000193,AI Engineer,BTech,94,1.6,72,75,3,4,57,80,51,42,35,4,71,70,72,66,63,53,1,1,78,70,1,0,0,0,synthetic,train
CAND000194,AI Engineer,BTech,66,1.9,73,99,0,3,59,82,61,75,0,1,54,50,66,69,78,33,0,1,82,60,0,0,0,0,synthetic,train
CAND000195,AI Engineer,BTech,62,2.0,77,97,0,4,86,92,54,62,51,4,88,50,73,74,88,23,1,1,85,73,1,1,0,0,synthetic,train
CAND000196,AI Engineer,BTech,71,0.8,67,64,2,4,46,63,44,53,34,0,68,52,30,56,66,52,1,1,68,52,0,0,0,0,synthetic,train
CAND000197,AI Engineer,MBA,67,1.6,47,99,2,3,66,78,60,58,0,0,53,64,53,51,89,52,0,0,77,55,0,0,0,0,synthetic,train
CAND000198,AI Engineer,BE,83,2.8,68,75,2,4,44,69,60,47,0,3,71,77,60,33,72,77,0,1,75,60,1,0,0,0,synthetic,train
CAND000199,AI Engineer,BE,61,2.2,60,77,3,4,61,85,56,52,46,0,85,50,56,74,69,49,1,0,71,68,0,0,0,0,synthetic,train
CAND000200,AI Engineer,MBA,76,2.2,67,77,2,2,73,78,44,70,0,0,69,61,61,64,85,52,0,0,77,64,0,0,0,0,synthetic,train
CAND000201,AI Engineer,MCA,71,2.8,81,87,2,4,86,83,58,60,0,2,67,71,73,51,81,77,0,1,82,65,1,0,0,0,synthetic,train
CAND000202,AI Engineer,MSc,87,2.4,83,65,2,4,68,67,74,52,35,1,76,67,64,74,79,63,1,1,77,71,1,0,0,0,synthetic,train
CAND000203,AI Engineer,BE,76,3.9,66,96,1,3,62,91,60,44,37,2,72,51,65,62,79,66,1,1,83,64,1,0,0,0,synthetic,train
CAND000204,AI Engineer,BE,52,1.5,68,82,2,3,58,61,64,72,26,0,85,50,60,64,74,51,1,0,70,66,0,0,0,0,synthetic,train
CAND000205,AI Engineer,BE,89,0.8,57,61,4,4,65,75,65,40,0,0,81,85,65,50,78,56,0,0,70,70,0,0,0,0,synthetic,train
CAND000206,AI Engineer,BSc,58,3.9,90,89,0,4,91,86,56,62,35,2,75,45,56,70,85,31,1,1,84,63,1,0,0,0,synthetic,train
CAND000207,AI Engineer,BE,28,2.0,67,88,1,3,67,76,42,54,39,0,78,52,76,75,87,80,1,0,71,72,1,0,0,0,synthetic,train
CAND000208,AI Engineer,BE,74,2.0,59,86,3,3,63,46,61,58,38,0,63,49,79,73,77,57,1,0,70,67,0,0,0,0,synthetic,train
CAND000209,AI Engineer,MTech,43,1.1,82,86,2,2,59,60,64,73,7,0,57,54,61,57,83,48,1,1,73,57,0,0,0,0,synthetic,train
CAND000210,AI Engineer,BE,38,5.3,73,100,2,5,71,75,93,40,65,3,73,65,45,73,90,63,1,1,77,64,1,1,0,0,synthetic,train
CAND000211,AI Engineer,MTech,59,1.2,71,75,1,3,51,78,48,68,55,1,72,57,32,71,80,55,1,1,74,59,0,0,0,0,synthetic,train
CAND000212,AI Engineer,BTech,82,0.7,65,97,0,3,57,74,64,70,0,0,59,63,70,69,67,35,0,0,80,65,0,0,0,0,synthetic,train
CAND000213,AI Engineer,MTech,49,1.7,71,67,2,2,61,69,52,62,46,0,70,63,60,62,77,69,1,0,68,64,0,0,0,0,synthetic,train
CAND000214,AI Engineer,BTech,73,3.3,63,93,1,2,50,72,63,40,25,0,53,49,49,76,89,60,1,1,79,57,1,1,0,0,synthetic,train
CAND000215,AI Engineer,BSc,63,3.5,66,98,2,4,87,90,33,56,37,1,75,57,56,72,56,71,1,1,78,66,1,0,0,0,synthetic,train
CAND000216,AI Engineer,MBA,81,1.5,74,82,3,1,57,79,57,38,0,1,59,40,82,45,60,33,0,1,77,57,0,0,0,0,synthetic,train
CAND000217,AI Engineer,BBA,49,1.6,60,78,1,2,54,79,41,71,52,1,60,37,42,64,70,44,1,1,69,52,0,0,0,0,synthetic,train
CAND000218,AI Engineer,BSc,38,2.0,72,80,3,3,79,75,52,61,0,1,77,29,44,65,58,47,0,1,67,56,0,0,0,0,synthetic,train
CAND000219,AI Engineer,BE,74,3.3,68,100,1,3,71,57,70,32,0,0,89,74,61,68,82,57,0,0,79,74,1,1,0,0,synthetic,train
CAND000220,AI Engineer,MSc,81,1.2,76,56,4,3,60,80,48,52,0,2,84,51,61,76,88,56,0,1,74,70,0,0,0,0,synthetic,train
CAND000221,AI Engineer,BE,51,2.8,82,94,1,4,82,48,66,44,51,0,94,50,70,81,79,80,1,0,75,76,1,0,0,0,synthetic,train
CAND000222,AI Engineer,BE,62,1.5,80,67,4,5,64,66,50,74,0,3,89,60,72,71,80,89,0,1,71,74,1,0,0,0,synthetic,train
CAND000223,AI Engineer,BTech,80,1.6,68,82,2,3,60,89,59,47,0,1,78,63,44,52,56,53,0,1,77,60,0,0,0,0,synthetic,train
CAND000224,AI Engineer,BE,62,1.9,55,77,4,4,51,85,59,46,67,0,89,54,59,64,84,42,1,0,71,68,0,0,0,0,synthetic,train
CAND000225,AI Engineer,MTech,32,2.0,67,82,0,4,78,75,42,42,71,3,79,38,46,75,91,76,1,1,71,62,0,0,0,0,synthetic,train
CAND000226,AI Engineer,MTech,50,1.5,65,79,0,5,75,81,57,50,0,4,76,44,26,65,91,59,0,1,74,54,0,0,0,0,synthetic,train
CAND000227,AI Engineer,BE,58,0.8,38,96,2,3,69,87,66,58,28,2,85,75,40,48,86,51,1,1,73,62,0,0,0,0,synthetic,train
CAND000228,AI Engineer,BTech,55,2.9,68,80,2,3,76,82,81,44,44,0,76,77,69,76,81,65,1,1,74,74,1,1,0,0,synthetic,train
CAND000229,AI Engineer,MCA,81,1.4,81,75,3,3,63,74,41,79,0,2,100,45,68,68,78,74,0,1,78,73,1,0,0,0,synthetic,train
CAND000230,AI Engineer,BE,83,3.2,72,77,4,4,61,81,58,54,54,0,69,44,79,67,91,68,1,0,79,66,1,1,0,0,synthetic,train
CAND000231,AI Engineer,BTech,58,2.7,59,90,1,2,62,77,51,31,0,0,61,43,69,73,82,82,0,0,75,62,1,0,0,0,synthetic,train
CAND000232,AI Engineer,BTech,70,3.2,81,79,4,4,58,86,49,74,69,2,90,75,62,73,67,54,1,1,77,76,1,0,0,0,synthetic,train
CAND000233,AI Engineer,BTech,76,4.1,97,76,1,5,77,72,61,61,49,2,76,49,26,70,91,54,1,1,83,57,1,1,0,0,synthetic,train
CAND000234,AI Engineer,BTech,75,1.3,76,79,3,4,57,70,40,56,0,3,72,59,68,62,66,55,0,1,75,66,0,0,0,0,synthetic,train
CAND000235,AI Engineer,BTech,77,1.9,74,94,3,3,73,71,69,55,50,0,73,70,82,67,73,37,1,0,80,73,1,0,0,0,synthetic,train
CAND000236,AI Engineer,MBA,51,1.5,69,76,2,1,57,69,52,46,19,0,52,40,67,70,90,44,1,0,72,58,0,0,0,0,synthetic,train
CAND000237,AI Engineer,MBA,70,2.2,63,97,1,5,64,75,57,60,64,0,79,59,66,78,80,63,1,0,79,72,1,0,0,0,synthetic,train
CAND000238,AI Engineer,BTech,60,3.0,55,83,2,3,43,75,63,30,0,2,67,36,65,62,91,86,0,1,73,59,0,0,0,0,synthetic,train
CAND000239,AI Engineer,BTech,53,2.7,65,100,1,4,84,91,53,62,28,2,69,51,69,57,85,27,1,1,80,62,0,0,0,0,synthetic,train
CAND000240,AI Engineer,MSc,70,1.1,62,94,1,2,55,59,45,55,6,1,53,72,70,62,78,72,1,1,75,63,0,0,0,0,synthetic,train
CAND000241,AI Engineer,BSc,58,5.9,67,73,2,4,65,79,77,58,25,0,70,59,44,76,80,57,1,0,72,63,0,0,0,0,synthetic,train
CAND000242,AI Engineer,BTech,55,2.8,80,76,0,2,77,73,44,59,0,2,67,70,54,64,72,61,0,1,74,64,0,0,0,0,synthetic,train
CAND000243,AI Engineer,BTech,62,2.4,77,88,1,5,85,93,49,76,71,0,84,50,64,84,100,45,1,0,84,72,1,0,0,0,synthetic,train
CAND000244,AI Engineer,MSc,42,1.8,56,70,2,4,67,73,50,53,48,0,66,49,24,76,84,48,1,0,65,55,0,0,0,0,synthetic,train
CAND000245,AI Engineer,MSc,50,1.3,81,78,4,2,50,70,21,15,60,0,73,53,55,55,88,56,1,1,73,60,0,0,0,0,synthetic,train
CAND000246,AI Engineer,BCA,89,2.6,83,93,2,5,62,79,61,82,33,0,75,41,68,70,91,49,1,0,87,65,1,1,0,0,synthetic,train
CAND000247,AI Engineer,MTech,44,2.1,75,67,3,3,32,76,56,48,52,0,68,65,47,82,64,62,1,0,67,66,0,0,0,0,synthetic,train
CAND000248,AI Engineer,MSc,90,1.5,67,80,1,2,54,72,40,50,0,2,63,61,54,59,88,75,0,1,80,59,1,0,0,0,synthetic,train
CAND000249,AI Engineer,MSc,51,1.8,61,75,2,2,61,69,54,54,0,0,59,74,53,86,73,48,0,0,68,67,0,0,0,0,synthetic,train
CAND000250,AI Engineer,MCA,76,1.8,62,72,2,3,65,70,41,89,0,2,88,52,60,70,73,58,0,1,72,69,0,0,0,0,synthetic,train
CAND000251,AI Engineer,BCA,53,4.5,70,86,3,6,87,68,80,47,97,0,76,51,58,93,89,48,1,0,74,71,1,0,0,0,synthetic,train
CAND000252,AI Engineer,BE,46,1.4,73,84,2,3,67,88,41,47,67,0,74,38,35,74,77,63,1,0,75,57,0,0,0,0,synthetic,train
CAND000253,AI Engineer,MSc,77,2.7,93,95,0,4,46,84,47,49,10,0,92,58,35,63,78,25,1,0,88,64,1,1,0,0,synthetic,train
CAND000254,AI Engineer,MBA,89,0.6,53,75,3,4,59,72,25,49,0,2,76,45,69,63,85,44,0,1,74,65,0,0,0,0,synthetic,train
CAND000255,AI Engineer,MBA,71,4.9,75,77,2,4,74,84,60,60,74,2,80,46,56,68,83,67,1,1,78,64,1,1,0,0,synthetic,train
CAND000256,AI Engineer,BTech,75,1.5,64,67,2,4,63,78,20,83,0,3,86,54,54,56,76,58,0,1,72,64,0,0,0,0,synthetic,train
CAND000257,AI Engineer,BCA,87,1.8,84,81,3,3,41,77,42,69,0,0,50,71,80,65,82,59,0,0,82,65,1,0,0,0,synthetic,train
CAND000258,AI Engineer,MBA,74,2.6,50,89,1,2,64,92,40,62,32,1,55,47,50,62,84,65,1,1,78,54,0,0,0,0,synthetic,train
CAND000259,AI Engineer,BTech,80,2.3,91,80,4,4,62,82,49,66,67,1,84,87,75,61,68,54,1,1,81,77,1,0,0,0,synthetic,train
CAND000260,AI Engineer,BE,58,2.5,73,88,1,4,50,62,63,66,60,0,70,56,55,88,85,47,1,1,76,68,1,1,0,0,synthetic,train
CAND000261,AI Engineer,MSc,86,1.7,77,98,1,3,48,74,38,30,0,1,88,68,53,57,83,65,0,1,85,68,1,1,0,0,synthetic,train
CAND000262,AI Engineer,MSc,72,4.0,64,83,1,3,54,82,41,63,47,2,68,49,52,67,86,55,1,1,78,60,1,1,0,0,synthetic,train
CAND000263,AI Engineer,MCA,83,2.2,76,59,3,4,64,75,63,72,69,1,92,75,32,85,94,35,1,1,76,72,1,0,0,0,synthetic,train
CAND000264,AI Engineer,MBA,69,2.1,78,41,4,3,72,71,41,89,0,0,84,46,37,64,53,53,0,0,63,60,0,0,0,0,synthetic,train
CAND000265,AI Engineer,MTech,41,1.6,61,50,5,5,62,64,53,55,45,0,77,59,62,89,58,53,1,0,55,73,0,0,0,0,synthetic,train
CAND000266,AI Engineer,MCA,82,1.6,71,99,0,2,49,73,51,85,25,0,60,53,62,66,70,55,1,1,82,61,1,0,0,0,synthetic,train
CAND000267,AI Engineer,BTech,47,1.3,94,88,1,4,61,92,58,53,37,0,81,69,47,46,90,62,1,0,83,61,1,1,1,0,synthetic,train
CAND000268,AI Engineer,BTech,45,0.8,58,44,5,3,60,75,45,43,19,2,67,36,54,55,41,34,1,1,54,55,0,0,0,0,synthetic,train
CAND000269,AI Engineer,BSc,46,0.8,67,66,2,3,59,85,27,74,35,2,78,46,61,53,51,71,1,1,65,61,0,0,0,0,synthetic,train
CAND000270,AI Engineer,BSc,57,3.3,73,79,4,3,64,85,45,49,0,1,61,61,66,46,56,61,0,1,72,58,0,0,0,0,synthetic,train
CAND000271,AI Engineer,BTech,55,1.4,86,66,3,3,70,67,31,40,47,0,84,49,45,69,68,55,1,0,70,64,0,0,0,0,synthetic,train
CAND000272,AI Engineer,MSc,94,1.7,94,72,1,5,77,72,79,73,28,1,86,58,48,79,80,51,1,1,84,69,1,1,0,0,synthetic,train
CAND000273,AI Engineer,BE,89,1.8,52,86,2,4,63,85,42,47,29,0,69,64,50,76,91,49,1,0,80,65,1,0,0,0,synthetic,train
CAND000274,AI Engineer,MCA,88,0.7,73,53,6,4,57,63,69,51,0,3,81,67,57,35,88,74,0,1,70,61,0,0,0,0,synthetic,train
CAND000275,AI Engineer,BE,88,2.5,64,64,5,3,50,88,64,41,36,2,63,72,55,53,71,53,1,1,73,60,0,0,0,0,synthetic,train
CAND000276,AI Engineer,BTech,95,2.0,71,64,2,0,51,85,49,55,29,0,77,58,54,76,99,22,1,1,80,67,0,0,0,0,synthetic,train
CAND000277,AI Engineer,BTech,59,1.5,55,93,0,1,60,91,45,50,58,0,62,71,59,70,90,87,1,0,78,65,1,1,0,0,synthetic,train
CAND000278,AI Engineer,BSc,69,0.8,55,99,1,3,51,89,42,54,38,2,79,72,65,59,82,65,1,1,80,69,1,1,1,0,synthetic,train
CAND000279,AI Engineer,BCA,67,1.8,53,66,6,2,68,72,45,55,69,0,70,35,23,88,70,43,1,0,65,56,0,0,0,0,synthetic,train
CAND000280,AI Engineer,BTech,86,0.4,55,81,3,3,45,87,34,48,0,1,73,60,56,46,82,69,0,1,77,59,0,0,0,0,synthetic,train
CAND000281,AI Engineer,BTech,66,1.0,74,87,1,1,45,100,49,42,0,1,80,74,51,48,76,73,0,1,82,64,1,0,0,0,synthetic,train
CAND000282,AI Engineer,MSc,64,2.9,64,90,1,4,72,78,56,54,13,0,82,65,41,59,87,43,1,0,78,63,0,0,0,0,synthetic,train
CAND000283,AI Engineer,MBA,56,1.9,59,99,3,5,78,80,46,57,65,0,95,64,62,75,84,72,1,0,76,76,1,1,1,0,synthetic,train
CAND000284,AI Engineer,BE,70,0.4,61,37,5,4,72,60,51,35,62,3,84,48,44,71,78,57,1,1,59,64,0,0,0,0,synthetic,train
CAND000285,AI Engineer,BE,84,2.8,81,91,2,5,78,61,71,80,58,0,83,37,66,81,89,50,1,0,83,69,1,1,0,0,synthetic,train
CAND000286,AI Engineer,MCA,77,2.4,62,90,1,3,59,85,60,61,78,0,67,79,51,60,100,83,1,0,82,64,1,1,1,1,synthetic,train
CAND000287,AI Engineer,MBA,82,1.0,45,82,5,1,58,71,50,48,25,0,74,58,27,63,76,51,1,0,71,56,0,0,0,0,synthetic,train
CAND000288,AI Engineer,BSc,78,1.9,89,79,0,2,67,84,41,70,15,2,71,69,47,48,68,48,1,1,82,59,1,0,0,0,synthetic,train
CAND000289,AI Engineer,BE,77,2.0,52,97,1,2,59,100,53,58,64,1,62,65,53,64,96,80,1,1,84,61,1,0,0,0,synthetic,train
CAND000290,AI Engineer,BE,67,3.0,73,71,2,3,61,70,53,29,0,0,78,45,55,59,69,53,0,0,72,61,0,0,0,0,synthetic,train
CAND000291,AI Engineer,BCA,66,4.0,83,68,3,5,73,72,76,61,73,3,100,47,58,75,80,49,1,1,74,73,1,0,0,0,synthetic,train
CAND000292,AI Engineer,BTech,82,2.4,45,69,3,4,92,70,71,46,47,1,78,65,66,84,82,77,1,1,69,74,1,0,0,0,synthetic,train
CAND000293,AI Engineer,MSc,76,3.0,83,79,1,4,69,95,54,55,0,3,63,27,62,72,69,80,0,1,82,58,1,0,0,0,synthetic,train
CAND000294,AI Engineer,MSc,93,2.4,79,79,1,5,81,74,87,57,55,4,73,67,50,93,86,58,1,1,83,71,1,0,0,0,synthetic,train
CAND000295,AI Engineer,MTech,70,0.7,59,86,1,4,61,97,39,60,0,0,63,77,54,54,85,60,0,0,79,61,1,1,0,0,synthetic,train
CAND000296,AI Engineer,MTech,54,0.7,69,91,1,2,48,76,59,70,0,0,36,57,48,46,76,50,0,0,76,46,0,0,0,0,synthetic,train
CAND000297,AI Engineer,BSc,76,2.3,65,74,1,4,62,82,56,44,45,0,71,51,56,56,71,55,1,0,75,60,0,0,0,0,synthetic,train
CAND000298,AI Engineer,MBA,33,1.9,91,91,1,3,36,72,52,56,30,0,81,51,49,58,94,64,1,0,78,61,1,0,0,0,synthetic,train
CAND000299,AI Engineer,MBA,79,1.7,67,72,1,4,71,87,61,37,27,0,76,58,58,77,72,73,1,0,76,68,1,0,0,0,synthetic,train
CAND000300,AI Engineer,BE,66,1.3,48,95,1,4,58,79,70,63,0,1,72,64,51,59,82,49,0,1,75,62,0,0,0,0,synthetic,train
CAND000301,AI Engineer,BCA,60,4.2,91,85,2,4,83,71,66,50,100,2,87,52,78,86,77,71,1,1,79,78,1,1,1,0,synthetic,train
CAND000302,AI Engineer,MTech,53,1.6,69,78,1,4,71,88,32,41,0,3,85,58,39,59,81,77,0,1,75,62,1,0,0,0,synthetic,train
CAND000303,AI Engineer,MBA,72,3.8,61,97,0,3,64,92,57,29,22,0,78,47,72,65,70,74,1,0,81,67,1,1,0,0,synthetic,train
CAND000304,AI Engineer,BE,29,1.2,63,68,4,3,56,68,45,65,13,0,64,37,62,59,53,44,1,0,59,57,0,0,0,0,synthetic,train
CAND000305,AI Engineer,MCA,54,4.2,77,90,0,3,61,74,62,62,65,1,81,60,57,97,96,47,1,1,80,75,1,1,0,0,synthetic,train
CAND000306,AI Engineer,MSc,80,2.5,87,84,1,5,71,90,65,64,20,2,85,41,48,64,61,53,1,1,83,62,1,1,0,0,synthetic,train
CAND000307,AI Engineer,MCA,56,1.9,74,68,3,2,31,75,36,64,41,0,53,50,70,63,87,39,1,1,72,59,0,0,0,0,synthetic,train
CAND000308,AI Engineer,MTech,63,0.5,66,55,6,3,70,84,74,56,0,0,77,30,19,46,80,38,0,0,67,45,0,0,0,0,synthetic,train
CAND000309,AI Engineer,MTech,57,3.5,70,94,2,4,30,82,60,56,0,0,76,83,54,76,81,69,0,0,78,72,1,0,0,0,synthetic,train
CAND000310,AI Engineer,MCA,58,0.4,73,61,1,3,52,79,41,49,45,0,88,47,34,51,89,74,1,0,72,57,0,0,0,0,synthetic,train
CAND000311,AI Engineer,MTech,52,1.8,70,90,2,4,76,70,54,59,38,0,89,29,71,77,76,96,1,0,74,70,1,0,0,0,synthetic,train
CAND000312,AI Engineer,MCA,67,2.8,67,81,2,5,77,66,66,73,61,0,76,35,71,69,81,49,1,1,74,65,0,0,0,0,synthetic,train
CAND000313,AI Engineer,MSc,86,2.3,81,100,0,3,63,71,30,61,67,1,100,58,59,71,83,67,1,1,87,74,1,1,1,1,synthetic,train
CAND000314,AI Engineer,MCA,53,6.4,61,98,1,4,72,74,70,57,65,2,85,52,54,94,92,71,1,1,77,73,1,1,0,0,synthetic,train
CAND000315,AI Engineer,BTech,39,1.0,66,83,2,3,55,69,46,58,21,0,75,63,58,72,77,68,1,0,69,68,0,0,0,0,synthetic,train
CAND000316,AI Engineer,BSc,51,1.7,47,87,3,3,55,74,50,57,62,1,79,37,41,75,83,41,1,1,69,60,0,0,0,0,synthetic,train
CAND000317,AI Engineer,BE,58,2.4,79,91,2,4,52,73,50,62,50,0,72,42,76,75,87,59,1,0,79,68,1,0,0,0,synthetic,train
CAND000318,AI Engineer,BTech,55,3.3,64,62,3,3,86,92,74,47,19,0,61,50,61,65,86,68,1,0,70,60,0,0,0,0,synthetic,train
CAND000319,AI Engineer,MCA,67,0.8,76,52,5,4,54,70,61,68,17,4,99,60,53,70,87,46,1,1,68,72,0,0,0,0,synthetic,train
CAND000320,AI Engineer,BSc,42,3.5,71,85,3,2,74,81,35,48,0,1,67,55,74,63,48,61,0,1,69,65,0,0,0,0,synthetic,train
CAND000321,AI Engineer,BTech,81,1.0,54,93,2,1,67,71,42,48,0,1,56,27,77,59,75,51,0,1,76,56,0,0,0,0,synthetic,train
CAND000322,AI Engineer,BSc,49,0.9,58,93,1,5,63,88,55,56,62,0,84,59,65,79,83,72,1,0,76,73,1,0,0,0,synthetic,train
CAND000323,AI Engineer,BTech,66,1.8,54,86,2,4,75,85,49,74,50,0,63,63,63,73,87,54,1,0,75,66,0,0,0,0,synthetic,train
CAND000324,AI Engineer,MBA,80,2.2,53,73,2,3,66,95,47,51,49,0,81,73,62,74,79,49,1,0,75,73,1,0,0,0,synthetic,train
CAND000325,AI Engineer,BE,74,1.9,83,99,0,1,41,99,33,51,0,0,41,76,55,71,67,59,0,0,87,59,1,1,0,0,synthetic,train
CAND000326,AI Engineer,BCA,95,2.3,69,84,2,4,69,87,46,54,24,1,67,61,32,54,64,70,1,1,81,54,1,0,0,0,synthetic,train
CAND000327,AI Engineer,BSc,32,2.4,64,74,2,4,90,46,63,50,67,3,69,53,56,96,95,64,1,1,64,69,0,0,0,0,synthetic,train
CAND000328,AI Engineer,BTech,80,1.6,79,73,3,2,57,96,42,36,0,1,69,76,69,39,50,66,0,1,77,63,1,0,0,0,synthetic,train
CAND000329,AI Engineer,MBA,17,4.1,81,100,1,1,31,80,69,55,24,1,75,59,47,65,87,53,1,1,76,62,0,0,0,0,synthetic,train
CAND000330,AI Engineer,BSc,64,2.3,56,89,2,4,60,63,62,62,67,2,82,46,45,78,94,43,1,1,74,65,0,0,0,0,synthetic,train
CAND000331,AI Engineer,BSc,84,3.0,83,71,2,4,63,85,41,46,0,2,88,87,60,48,73,87,0,1,80,71,1,1,0,0,synthetic,train
CAND000332,AI Engineer,BBA,49,4.7,69,100,0,2,55,100,62,65,15,0,51,51,41,54,64,45,1,0,80,49,0,0,0,0,synthetic,train
CAND000333,AI Engineer,MCA,72,2.1,57,93,1,1,51,83,46,61,60,1,61,68,54,66,90,71,1,1,80,62,1,1,0,0,synthetic,train
CAND000334,AI Engineer,MSc,84,1.5,76,85,3,4,69,61,46,70,0,1,64,67,63,63,81,81,0,1,79,64,1,0,0,0,synthetic,train
CAND000335,AI Engineer,BTech,71,2.0,80,73,2,3,68,71,59,62,41,0,72,72,44,84,89,51,1,0,77,68,1,1,0,0,synthetic,train
CAND000336,AI Engineer,MTech,64,1.2,66,64,1,5,71,89,38,58,81,3,86,51,32,74,93,65,1,1,74,62,0,0,0,0,synthetic,train
CAND000337,AI Engineer,BTech,22,3.0,78,60,2,3,62,65,63,48,78,1,78,51,66,88,68,70,1,1,61,72,0,0,0,0,synthetic,train
CAND000338,AI Engineer,BCA,83,3.3,69,87,1,6,85,75,64,64,62,0,79,49,57,90,89,47,1,0,81,70,1,0,0,0,synthetic,train
CAND000339,AI Engineer,MCA,63,0.3,70,66,0,1,45,84,37,45,40,0,95,46,29,63,73,58,1,0,73,61,0,0,0,0,synthetic,train
CAND000340,AI Engineer,MBA,84,1.8,74,85,1,5,65,81,40,43,0,0,80,61,51,63,69,66,0,0,81,65,1,1,0,0,synthetic,train
CAND000341,AI Engineer,BTech,78,3.3,70,80,3,4,69,89,78,49,43,0,80,75,55,78,92,80,1,0,80,72,1,1,0,0,synthetic,train
CAND000342,AI Engineer,MSc,61,3.0,57,70,2,5,64,80,71,76,0,0,72,45,45,67,76,31,0,0,69,59,0,0,0,0,synthetic,train
CAND000343,AI Engineer,BE,74,1.9,81,77,1,4,69,79,26,86,30,3,86,63,63,45,73,62,1,1,79,65,1,1,0,0,synthetic,train
CAND000344,AI Engineer,BTech,41,1.4,65,80,2,4,58,77,57,61,24,0,89,70,52,43,82,70,1,0,70,64,0,0,0,0,synthetic,train
CAND000345,AI Engineer,BTech,81,1.1,72,64,2,2,53,80,66,63,0,0,82,61,46,65,88,29,0,0,76,65,0,0,0,0,synthetic,train
CAND000346,AI Engineer,BCA,48,1.7,53,75,2,3,43,82,67,43,27,3,90,56,63,50,89,76,1,1,69,66,0,0,0,0,synthetic,train
CAND000347,AI Engineer,BTech,71,1.6,66,94,1,4,69,78,44,54,35,0,76,75,74,71,74,70,1,1,79,74,1,1,0,0,synthetic,train
CAND000348,AI Engineer,BTech,48,1.3,53,93,2,2,61,63,59,64,36,1,76,42,47,76,91,34,1,1,71,62,0,0,0,0,synthetic,train
CAND000349,AI Engineer,BTech,55,1.7,58,52,3,3,31,83,29,47,63,0,81,52,61,65,89,52,1,0,65,66,0,0,0,0,synthetic,train
CAND000350,AI Engineer,BSc,54,2.4,81,68,1,4,87,71,47,70,78,3,66,39,54,92,74,63,1,1,72,64,0,0,0,0,synthetic,train
CAND000351,AI Engineer,BCA,42,1.7,78,59,3,2,68,71,54,65,50,1,58,58,55,81,74,56,1,1,66,63,0,0,0,0,synthetic,train
CAND000352,AI Engineer,BTech,85,0.6,70,84,1,3,67,88,42,47,25,2,85,82,69,60,64,57,1,1,80,74,1,0,0,0,synthetic,train
CAND000353,AI Engineer,BTech,63,1.2,68,89,3,2,65,71,47,60,17,1,67,45,52,64,78,73,1,1,75,58,0,0,0,0,synthetic,train
CAND000354,AI Engineer,BCA,52,0.9,64,58,5,2,44,72,38,56,0,0,52,40,67,55,41,33,0,0,59,54,0,0,0,0,synthetic,train
CAND000355,AI Engineer,BE,85,2.6,56,75,2,3,62,92,48,36,58,0,83,88,70,85,73,49,1,1,76,81,1,0,0,0,synthetic,train
CAND000356,AI Engineer,MSc,93,3.2,64,83,1,5,72,81,83,49,79,5,73,61,56,93,90,54,1,1,82,71,1,1,0,0,synthetic,train
CAND000357,AI Engineer,MSc,47,2.3,78,69,2,2,47,61,52,59,35,2,67,51,53,82,64,36,1,1,67,64,0,0,0,0,synthetic,train
