target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available
AI Engineer,BSc,57,3.3,73,79,4,3,64,85,45,49,0,1,61,61,66,46,56,61,,
AI Engineer,BTech,55,1.4,86,66,3,3,70,67,31,40,47,0,84,49,45,69,68,55,,
AI Engineer,MSc,94,1.7,94,72,1,5,77,72,79,73,28,1,86,58,48,79,80,51,,
AI Engineer,BE,89,1.8,52,86,2,4,63,85,42,47,29,0,69,64,50,76,91,49,,
AI Engineer,MCA,88,0.7,73,53,6,4,57,63,69,51,0,3,81,67,57,35,88,74,,
AI Engineer,BE,88,2.5,64,64,5,3,50,88,64,41,36,2,63,72,55,53,71,53,,
AI Engineer,BTech,95,2.0,71,64,2,0,51,85,49,55,29,0,77,58,54,76,99,22,,
AI Engineer,BTech,59,1.5,55,93,0,1,60,91,45,50,58,0,62,71,59,70,90,87,,
AI Engineer,BSc,69,0.8,55,99,1,3,51,89,42,54,38,2,79,72,65,59,82,65,,
AI Engineer,BCA,67,1.8,53,66,6,2,68,72,45,55,69,0,70,35,23,88,70,43,,
AI Engineer,BTech,86,0.4,55,81,3,3,45,87,34,48,0,1,73,60,56,46,82,69,,
AI Engineer,BTech,66,1.0,74,87,1,1,45,100,49,42,0,1,80,74,51,48,76,73,,
AI Engineer,MSc,64,2.9,64,90,1,4,72,78,56,54,13,0,82,65,41,59,87,43,,
AI Engineer,MBA,56,1.9,59,99,3,5,78,80,46,57,65,0,95,64,62,75,84,72,,
AI Engineer,BE,70,0.4,61,37,5,4,72,60,51,35,62,3,84,48,44,71,78,57,,
AI Engineer,BE,84,2.8,81,91,2,5,78,61,71,80,58,0,83,37,66,81,89,50,,
AI Engineer,MCA,77,2.4,62,90,1,3,59,85,60,61,78,0,67,79,51,60,100,83,,
AI Engineer,MBA,82,1.0,45,82,5,1,58,71,50,48,25,0,74,58,27,63,76,51,,
AI Engineer,BSc,78,1.9,89,79,0,2,67,84,41,70,15,2,71,69,47,48,68,48,,
AI Engineer,BE,77,2.0,52,97,1,2,59,100,53,58,64,1,62,65,53,64,96,80,,
AI Engineer,BE,67,3.0,73,71,2,3,61,70,53,29,0,0,78,45,55,59,69,53,,
AI Engineer,BCA,66,4.0,83,68,3,5,73,72,76,61,73,3,100,47,58,75,80,49,,
AI Engineer,BTech,82,2.4,45,69,3,4,92,70,71,46,47,1,78,65,66,84,82,77,,
AI Engineer,MSc,76,3.0,83,79,1,4,69,95,54,55,0,3,63,27,62,72,69,80,,
AI Engineer,MSc,93,2.4,79,79,1,5,81,74,87,57,55,4,73,67,50,93,86,58,,
AI Engineer,MTech,70,0.7,59,86,1,4,61,97,39,60,0,0,63,77,54,54,85,60,,
AI Engineer,MTech,54,0.7,69,91,1,2,48,76,59,70,0,0,36,57,48,46,76,50,,
AI Engineer,BSc,76,2.3,65,74,1,4,62,82,56,44,45,0,71,51,56,56,71,55,,
AI Engineer,MBA,33,1.9,91,91,1,3,36,72,52,56,30,0,81,51,49,58,94,64,,
AI Engineer,MBA,79,1.7,67,72,1,4,71,87,61,37,27,0,76,58,58,77,72,73,,
AI Engineer,BE,66,1.3,48,95,1,4,58,79,70,63,0,1,72,64,51,59,82,49,,
AI Engineer,BCA,60,4.2,91,85,2,4,83,71,66,50,100,2,87,52,78,86,77,71,,
AI Engineer,MTech,53,1.6,69,78,1,4,71,88,32,41,0,3,85,58,39,59,81,77,,
AI Engineer,MBA,72,3.8,61,97,0,3,64,92,57,29,22,0,78,47,72,65,70,74,,
AI Engineer,BE,29,1.2,63,68,4,3,56,68,45,65,13,0,64,37,62,59,53,44,,
AI Engineer,MCA,54,4.2,77,90,0,3,61,74,62,62,65,1,81,60,57,97,96,47,,
AI Engineer,MSc,80,2.5,87,84,1,5,71,90,65,64,20,2,85,41,48,64,61,53,,
AI Engineer,MCA,56,1.9,74,68,3,2,31,75,36,64,41,0,53,50,70,63,87,39,,
AI Engineer,MTech,63,0.5,66,55,6,3,70,84,74,56,0,0,77,30,19,46,80,38,,
AI Engineer,MTech,57,3.5,70,94,2,4,30,82,60,56,0,0,76,83,54,76,81,69,,
AI Engineer,MCA,58,0.4,73,61,1,3,52,79,41,49,45,0,88,47,34,51,89,74,,
AI Engineer,MTech,52,1.8,70,90,2,4,76,70,54,59,38,0,89,29,71,77,76,96,,
AI Engineer,MCA,67,2.8,67,81,2,5,77,66,66,73,61,0,76,35,71,69,81,49,,
AI Engineer,MSc,86,2.3,81,100,0,3,63,71,30,61,67,1,100,58,59,71,83,67,,
AI Engineer,MCA,53,6.4,61,98,1,4,72,74,70,57,65,2,85,52,54,94,92,71,,
AI Engineer,BTech,39,1.0,66,83,2,3,55,69,46,58,21,0,75,63,58,72,77,68,,
AI Engineer,BSc,51,1.7,47,87,3,3,55,74,50,57,62,1,79,37,41,75,83,41,,
AI Engineer,BE,58,2.4,79,91,2,4,52,73,50,62,50,0,72,42,76,75,87,59,,
AI Engineer,BTech,55,3.3,64,62,3,3,86,92,74,47,19,0,61,50,61,65,86,68,,
AI Engineer,MCA,67,0.8,76,52,5,4,54,70,61,68,17,4,99,60,53,70,87,46,,
AI Engineer,BSc,42,3.5,71,85,3,2,74,81,35,48,0,1,67,55,74,63,48,61,,
AI Engineer,BTech,81,1.0,54,93,2,1,67,71,42,48,0,1,56,27,77,59,75,51,,
AI Engineer,BSc,49,0.9,58,93,1,5,63,88,55,56,62,0,84,59,65,79,83,72,,
AI Engineer,BTech,66,1.8,54,86,2,4,75,85,49,74,50,0,63,63,63,73,87,54,,
AI Engineer,MBA,80,2.2,53,73,2,3,66,95,47,51,49,0,81,73,62,74,79,49,,
AI Engineer,BE,74,1.9,83,99,0,1,41,99,33,51,0,0,41,76,55,71,67,59,,
AI Engineer,BCA,95,2.3,69,84,2,4,69,87,46,54,24,1,67,61,32,54,64,70,,
AI Engineer,BSc,32,2.4,64,74,2,4,90,46,63,50,67,3,69,53,56,96,95,64,,
AI Engineer,BTech,80,1.6,79,73,3,2,57,96,42,36,0,1,69,76,69,39,50,66,,
AI Engineer,MBA,17,4.1,81,100,1,1,31,80,69,55,24,1,75,59,47,65,87,53,,
AI Engineer,BSc,64,2.3,56,89,2,4,60,63,62,62,67,2,82,46,45,78,94,43,,
AI Engineer,BSc,84,3.0,83,71,2,4,63,85,41,46,0,2,88,87,60,48,73,87,,
AI Engineer,BBA,49,4.7,69,100,0,2,55,100,62,65,15,0,51,51,41,54,64,45,,
AI Engineer,MCA,72,2.1,57,93,1,1,51,83,46,61,60,1,61,68,54,66,90,71,,
AI Engineer,MSc,84,1.5,76,85,3,4,69,61,46,70,0,1,64,67,63,63,81,81,,
AI Engineer,BTech,71,2.0,80,73,2,3,68,71,59,62,41,0,72,72,44,84,89,51,,
AI Engineer,MTech,64,1.2,66,64,1,5,71,89,38,58,81,3,86,51,32,74,93,65,,
AI Engineer,BTech,22,3.0,78,60,2,3,62,65,63,48,78,1,78,51,66,88,68,70,,
AI Engineer,BCA,83,3.3,69,87,1,6,85,75,64,64,62,0,79,49,57,90,89,47,,
AI Engineer,MCA,63,0.3,70,66,0,1,45,84,37,45,40,0,95,46,29,63,73,58,,
AI Engineer,MBA,84,1.8,74,85,1,5,65,81,40,43,0,0,80,61,51,63,69,66,,
AI Engineer,BTech,78,3.3,70,80,3,4,69,89,78,49,43,0,80,75,55,78,92,80,,
AI Engineer,MSc,61,3.0,57,70,2,5,64,80,71,76,0,0,72,45,45,67,76,31,,
AI Engineer,BE,74,1.9,81,77,1,4,69,79,26,86,30,3,86,63,63,45,73,62,,
AI Engineer,BTech,41,1.4,65,80,2,4,58,77,57,61,24,0,89,70,52,43,82,70,,
AI Engineer,BTech,81,1.1,72,64,2,2,53,80,66,63,0,0,82,61,46,65,88,29,,
AI Engineer,BCA,48,1.7,53,75,2,3,43,82,67,43,27,3,90,56,63,50,89,76,,
AI Engineer,BTech,71,1.6,66,94,1,4,69,78,44,54,35,0,76,75,74,71,74,70,,
AI Engineer,BTech,48,1.3,53,93,2,2,61,63,59,64,36,1,76,42,47,76,91,34,,
AI Engineer,BTech,55,1.7,58,52,3,3,31,83,29,47,63,0,81,52,61,65,89,52,,
AI Engineer,BSc,54,2.4,81,68,1,4,87,71,47,70,78,3,66,39,54,92,74,63,,
AI Engineer,BCA,42,1.7,78,59,3,2,68,71,54,65,50,1,58,58,55,81,74,56,,
AI Engineer,BTech,85,0.6,70,84,1,3,67,88,42,47,25,2,85,82,69,60,64,57,,
AI Engineer,BTech,63,1.2,68,89,3,2,65,71,47,60,17,1,67,45,52,64,78,73,,
AI Engineer,BCA,52,0.9,64,58,5,2,44,72,38,56,0,0,52,40,67,55,41,33,,
AI Engineer,BE,85,2.6,56,75,2,3,62,92,48,36,58,0,83,88,70,85,73,49,,
AI Engineer,MSc,93,3.2,64,83,1,5,72,81,83,49,79,5,73,61,56,93,90,54,,
AI Engineer,MSc,47,2.3,78,69,2,2,47,61,52,59,35,2,67,51,53,82,64,36,,
AI Engineer,BSc,29,2.8,71,94,1,3,78,72,35,49,18,1,68,55,74,83,58,60,,
AI Engineer,MTech,52,1.7,73,73,2,4,68,71,69,57,71,2,81,61,68,81,64,44,,
AI Engineer,MSc,80,3.1,84,85,1,3,69,80,50,57,0,3,57,40,56,70,73,76,,
AI Engineer,BE,69,5.7,60,95,0,4,73,60,74,52,46,2,77,53,49,88,88,83,,
AI Engineer,BE,70,0.7,37,47,4,5,57,72,51,58,35,3,75,54,60,66,71,44,,
AI Engineer,BCA,77,3.0,72,81,3,4,75,76,57,68,0,0,69,45,49,79,79,41,,
AI Engineer,MTech,56,1.1,65,90,2,3,73,74,48,60,0,0,70,35,29,63,88,66,,
AI Engineer,MBA,75,4.1,56,67,3,3,61,54,89,88,56,0,85,79,41,74,74,76,,
AI Engineer,MTech,74,0.8,60,58,4,4,58,75,73,59,41,0,89,82,48,71,91,48,,
AI Engineer,MCA,73,2.0,67,85,0,3,73,82,50,80,0,0,78,51,63,43,93,60,,
AI Engineer,BTech,79,3.1,87,95,2,5,56,73,50,49,0,0,73,65,68,53,75,43,,
AI Engineer,BE,44,2.3,67,51,3,4,92,77,47,78,0,2,82,77,51,47,64,50,,
AI Engineer,BTech,77,1.9,85,83,1,4,57,88,57,63,33,0,63,70,39,71,80,72,,
AI Engineer,MBA,67,0.4,64,90,1,0,54,85,49,58,0,0,68,67,54,46,92,65,,
AI Engineer,BE,55,1.3,60,47,5,4,63,65,41,39,73,3,85,30,38,67,74,51,,
AI Engineer,MCA,68,0.7,52,96,1,1,57,82,49,62,42,1,54,83,60,64,86,77,,
AI Engineer,BSc,47,1.0,52,72,1,3,81,62,53,60,33,2,68,63,49,75,89,52,,
AI Engineer,BE,82,1.8,69,91,2,1,54,70,53,38,0,1,50,55,65,44,74,66,,
AI Engineer,BE,86,0.9,71,70,3,4,60,82,44,60,0,3,79,81,60,50,94,62,,
AI Engineer,PhD,46,4.9,84,100,0,7,67,78,88,52,69,5,93,74,72,88,86,60,,
AI Engineer,BTech,86,5.6,80,88,0,2,60,81,56,46,44,0,56,71,39,72,76,56,,
AI Engineer,BE,36,2.0,48,86,2,2,70,73,54,58,75,0,76,43,53,61,94,54,,
AI Engineer,MTech,35,3.2,80,80,2,3,50,84,43,41,39,0,52,81,61,73,65,57,,
AI Engineer,MSc,84,1.2,80,81,3,6,74,73,65,70,0,1,88,62,58,70,74,78,,
AI Engineer,MSc,89,2.7,76,88,0,3,58,77,38,33,60,1,81,66,50,79,93,46,,
AI Engineer,BCA,34,1.3,63,51,4,3,41,64,48,48,17,3,75,31,68,60,48,54,,
AI Engineer,BTech,73,0.8,56,80,1,3,65,74,60,61,28,2,69,69,57,75,67,29,,
AI Engineer,MBA,74,1.6,60,94,2,2,55,72,62,52,0,0,70,75,53,60,87,52,,
AI Engineer,MBA,49,1.3,53,81,1,4,89,81,46,51,54,3,79,46,28,67,88,65,,
AI Engineer,MTech,69,2.5,83,66,4,5,66,69,52,77,55,2,76,78,73,62,78,65,,
AI Engineer,BE,64,2.7,70,86,2,3,79,45,62,43,60,0,74,57,74,82,76,60,,
AI Engineer,BTech,51,1.9,68,87,0,2,59,71,49,53,0,0,64,53,76,77,72,73,,
AI Engineer,BTech,52,0.5,46,41,2,2,54,68,47,58,29,0,82,50,39,66,73,57,,
AI Engineer,BTech,70,1.0,59,85,1,2,47,63,51,73,27,0,75,54,63,75,58,55,,
AI Engineer,MBA,79,0.8,53,89,2,2,62,87,49,47,0,1,72,60,46,43,77,71,,
AI Engineer,MCA,42,1.4,53,80,3,2,72,51,54,59,73,0,67,47,64,70,84,50,,
AI Engineer,BE,72,2.8,46,76,2,3,56,59,76,87,51,0,90,53,42,86,69,66,,
AI Engineer,BTech,76,0.1,54,75,3,5,72,72,48,57,0,0,79,68,70,78,62,39,,
AI Engineer,BTech,62,2.3,84,95,1,3,45,85,65,35,31,2,77,74,57,88,75,56,,
AI Engineer,MSc,73,1.5,62,74,3,2,60,77,46,33,22,1,64,55,54,53,84,67,,
AI Engineer,BTech,80,1.4,67,70,3,4,66,91,46,75,70,0,69,54,59,82,91,69,,
AI Engineer,BE,66,2.2,65,68,4,5,57,71,56,56,88,0,79,59,56,75,88,73,,
AI Engineer,MBA,81,0.7,75,73,3,2,74,83,51,64,69,0,71,44,84,55,82,50,,
BI Analyst,BTech,72,1.2,59,100,1,6,88,58,50,54,42,0,61,36,43,95,100,91,,
BI Analyst,BTech,36,1.1,40,81,2,3,81,77,65,80,0,3,26,24,48,65,100,63,,
BI Analyst,BE,31,1.6,66,54,4,5,75,75,56,65,0,5,100,47,55,58,50,63,,
BI Analyst,MSc,78,1.2,56,90,2,4,58,88,28,98,59,1,86,67,78,56,86,35,,
BI Analyst,MCA,23,3.1,61,98,3,6,92,61,61,30,74,0,86,65,63,53,77,74,,
BI Analyst,MSc,34,5.9,80,85,2,8,100,89,77,46,99,5,100,64,77,100,97,81,,
BI Analyst,BCA,69,0.5,75,72,3,4,52,75,56,59,0,0,72,59,48,43,54,76,,
BI Analyst,BTech,46,4.6,75,64,1,1,45,100,75,68,66,1,89,67,31,83,73,80,,
BI Analyst,BE,45,0.1,64,85,0,3,42,53,38,83,49,0,84,55,46,28,75,41,,
BI Analyst,MSc,84,1.4,38,100,2,2,34,60,67,59,0,1,87,56,44,60,73,62,,
BI Analyst,BE,70,0.5,100,91,4,1,75,63,66,64,44,0,77,34,52,67,96,60,,
BI Analyst,MSc,31,0.3,49,40,2,3,55,87,64,30,0,0,55,89,47,70,100,26,,
BI Analyst,BTech,64,1.6,86,82,0,2,94,77,46,45,0,1,86,60,41,65,90,54,,
BI Analyst,BE,94,1.5,100,100,2,1,76,96,27,52,50,0,57,97,67,77,77,58,,
BI Analyst,MSc,70,1.3,31,64,0,4,72,76,73,41,39,4,100,52,92,77,84,58,,
BI Analyst,MTech,79,1.7,73,100,1,4,49,83,53,53,99,3,50,82,39,85,100,64,,
BI Analyst,BTech,76,0.2,58,100,1,3,66,83,34,67,46,0,86,58,77,74,99,37,,
BI Analyst,BSc,62,0.8,50,62,3,3,55,95,22,90,0,1,61,7,42,66,70,43,,
BI Analyst,MTech,87,1.7,85,76,1,5,76,94,89,50,65,0,72,51,62,100,98,49,,
BI Analyst,MCA,89,0.7,50,72,5,2,71,62,46,35,55,0,100,94,46,55,69,54,,
BI Analyst,BSc,33,0.6,70,31,8,4,83,77,32,51,0,2,67,20,62,54,64,50,,
BI Analyst,BTech,57,2.1,44,73,5,2,45,69,52,44,0,0,26,36,26,61,66,88,,
BI Analyst,Diploma,48,2.8,51,100,3,6,71,68,79,62,0,6,86,78,61,82,49,56,,
BI Analyst,BBA,92,0.6,50,76,2,1,50,82,28,40,0,0,56,50,46,89,69,59,,
BI Analyst,BTech,66,1.9,86,87,1,5,65,72,65,44,0,0,69,27,77,60,62,62,,
BI Analyst,BTech,69,7.1,100,60,1,5,68,81,93,29,84,5,100,58,79,73,100,41,,
BI Analyst,MCA,74,7.9,67,100,2,4,99,100,76,47,62,2,73,51,71,95,87,64,,
BI Analyst,BE,75,1.4,69,78,2,1,59,78,30,48,28,0,81,72,45,58,64,45,,
BI Analyst,BTech,65,3.8,89,100,0,3,40,89,55,81,44,2,98,100,64,83,100,38,,
BI Analyst,BE,90,1.6,46,57,2,4,82,100,63,67,0,0,84,55,47,68,100,70,,
BI Analyst,BTech,71,1.1,52,100,2,3,81,75,43,46,55,0,51,70,72,68,91,61,,
BI Analyst,BTech,56,0.6,74,34,5,1,54,49,72,98,0,1,54,58,42,46,68,39,,
BI Analyst,BSc,82,0.7,77,66,2,1,69,43,31,62,0,0,65,100,39,76,54,67,,
BI Analyst,MTech,76,1.6,90,100,2,6,62,100,63,66,100,0,95,72,88,77,100,48,,
BI Analyst,BE,55,1.0,48,60,4,1,41,54,65,65,0,0,40,49,66,75,67,37,,
BI Analyst,MTech,74,0.9,51,87,3,3,54,64,48,62,0,1,50,30,55,57,83,49,,
BI Analyst,MSc,67,1.8,55,66,6,4,63,58,98,46,0,2,100,53,64,34,52,90,,
BI Analyst,BE,62,2.3,80,60,6,4,67,67,57,60,65,1,99,49,71,82,58,46,,
BI Analyst,MCA,94,1.1,48,37,4,2,52,63,93,63,0,2,72,36,79,48,100,53,,
BI Analyst,BTech,65,3.9,68,100,0,5,72,100,45,84,78,3,100,71,52,99,99,76,,
BI Analyst,MCA,59,1.1,47,100,1,6,53,100,70,93,77,0,86,80,72,72,99,85,,
BI Analyst,BTech,63,1.3,82,76,5,3,40,71,64,69,0,0,62,100,52,55,55,68,,
BI Analyst,MCA,32,2.5,56,84,2,2,69,93,47,46,0,1,44,77,52,64,87,64,,
BI Analyst,BSc,69,3.1,90,80,2,7,100,92,100,35,79,3,94,66,83,85,89,82,,
BI Analyst,MTech,49,2.1,62,93,0,6,86,83,53,21,60,1,83,62,61,60,98,72,,
BI Analyst,BTech,65,1.9,69,100,0,1,68,79,62,53,0,0,53,66,62,54,44,45,,
BI Analyst,BSc,87,1.8,89,81,3,2,45,72,82,7,0,0,63,55,45,57,61,41,,
BI Analyst,BTech,51,2.9,56,90,1,2,67,77,67,71,57,0,90,65,77,54,100,53,,
BI Analyst,MCA,31,2.4,68,88,2,6,50,53,62,46,100,0,100,66,27,70,100,76,,
BI Analyst,MCA,28,2.0,89,64,4,1,79,90,51,47,36,0,100,20,27,59,66,43,,
BI Analyst,BE,92,0.1,50,73,5,2,57,72,56,34,0,2,75,18,66,36,37,19,,
BI Analyst,MBA,50,3.2,94,100,1,1,46,77,79,58,0,0,77,42,35,61,77,54,,
BI Analyst,BBA,59,1.5,89,100,0,3,50,70,38,88,99,0,62,67,67,100,100,47,,
BI Analyst,MTech,74,3.6,80,7,5,3,51,47,38,43,0,0,44,71,58,61,46,68,,
BI Analyst,BTech,87,1.6,38,82,3,2,55,87,55,20,0,2,47,50,81,50,52,55,,
BI Analyst,BBA,81,1.2,40,88,1,4,79,89,38,79,34,4,92,67,46,97,76,60,,
BI Analyst,BTech,77,3.2,67,79,3,6,52,67,34,21,93,1,79,69,46,89,81,80,,
BI Analyst,Diploma,80,2.1,100,84,2,7,85,89,72,64,100,7,100,82,66,72,70,35,,
BI Analyst,BTech,88,2.9,78,89,1,4,54,65,46,61,65,1,100,26,41,73,55,68,,
BI Analyst,MBA,93,2.6,46,73,1,6,65,63,69,30,21,3,100,47,32,52,66,31,,
BI Analyst,PhD,82,0.8,41,53,4,4,60,98,41,65,0,0,43,60,35,72,66,69,,
BI Analyst,BE,79,3.7,63,70,2,6,64,44,86,60,50,1,83,54,67,64,70,64,,
BI Analyst,BTech,91,5.9,62,100,0,6,61,70,71,84,91,2,100,40,40,80,88,93,,
BI Analyst,BTech,42,1.1,100,82,1,3,69,61,43,52,100,0,68,64,21,83,83,43,,
BI Analyst,BBA,88,1.4,70,71,3,4,57,87,52,58,68,1,73,52,45,56,84,86,,
BI Analyst,BCA,26,1.1,44,64,8,3,57,70,43,70,0,0,54,61,76,67,54,68,,
BI Analyst,MCA,15,3.8,94,100,2,7,86,89,55,31,76,0,69,67,57,72,67,15,,
BI Analyst,MCA,90,2.2,89,58,6,6,94,83,84,77,61,3,92,71,56,75,100,93,,
BI Analyst,BE,83,2.5,77,94,3,4,57,84,27,50,79,2,84,67,90,53,96,63,,
BI Analyst,MTech,33,2.9,79,64,2,7,100,61,82,100,26,4,80,58,74,83,97,83,,
BI Analyst,MCA,58,0.7,79,80,3,6,49,90,63,78,0,3,61,58,90,62,92,38,,
BI Analyst,BTech,96,0.8,60,53,5,7,76,75,94,47,0,0,100,7,55,79,59,41,,
BI Analyst,MCA,61,2.9,80,80,2,3,66,81,25,58,79,3,99,82,75,85,42,87,,
BI Analyst,BE,45,1.4,68,99,1,4,100,93,61,66,67,0,70,65,14,98,91,23,,
BI Analyst,BTech,71,1.4,70,91,2,3,71,83,56,28,71,0,54,81,53,72,69,85,,
BI Analyst,BTech,66,3.1,61,82,2,5,74,95,50,81,55,0,79,35,49,85,100,80,,
BI Analyst,BE,68,3.5,48,92,0,3,64,68,22,84,51,1,88,36,68,82,90,25,,
BI Analyst,BE,81,5.3,28,94,2,4,80,89,81,37,88,2,100,58,67,100,92,74,,
BI Analyst,MTech,53,1.4,40,100,0,2,65,89,60,38,63,0,80,39,23,65,86,59,,
BI Analyst,MSc,84,5.2,100,97,0,4,95,83,42,51,83,0,69,40,59,100,72,91,,
BI Analyst,BBA,44,0.1,40,85,1,3,63,83,45,64,0,2,43,36,54,78,89,29,,
BI Analyst,BE,91,3.6,25,68,2,2,61,96,50,49,96,0,51,52,56,76,100,48,,
BI Analyst,BE,11,0.1,81,82,3,6,64,100,45,79,20,3,63,52,82,68,69,85,,
BI Analyst,MCA,36,2.4,49,80,3,2,93,96,91,55,0,1,63,77,66,79,100,74,,
BI Analyst,BE,91,0.7,74,53,3,3,68,70,73,58,0,0,59,75,47,76,69,68,,
BI Analyst,MCA,86,1.4,73,33,3,3,43,90,79,45,15,1,75,42,52,83,51,70,,
BI Analyst,Diploma,34,3.3,91,67,3,6,97,71,47,53,94,0,82,63,76,100,77,63,,
BI Analyst,MSc,83,1.2,40,96,0,5,75,92,61,89,0,4,74,50,39,62,94,62,,
BI Analyst,MCA,89,2.4,63,81,2,4,78,52,54,91,51,2,95,70,39,84,90,19,,
BI Analyst,BTech,85,1.3,100,97,1,2,35,100,45,29,53,2,59,59,28,58,91,8,,
BI Analyst,BTech,39,1.5,67,74,4,0,26,74,46,63,39,0,95,82,14,47,70,38,,
BI Analyst,BSc,68,0.9,82,77,3,5,63,90,81,70,46,4,100,39,44,60,59,58,,
BI Analyst,BTech,41,0.7,70,56,3,5,66,53,57,75,0,3,87,48,53,43,69,53,,
BI Analyst,BSc,95,0.7,82,100,0,6,53,65,47,69,0,5,86,69,73,58,73,36,,
BI Analyst,BE,76,0.3,100,67,2,0,54,66,54,47,33,0,52,51,57,53,70,21,,
BI Analyst,BBA,85,2.0,61,100,0,1,63,75,32,83,0,0,57,71,86,49,68,84,,
BI Analyst,BCA,61,0.4,37,68,5,3,99,63,63,44,90,0,83,64,70,94,79,68,,
BI Analyst,Diploma,62,3.0,82,96,3,4,66,65,79,55,69,3,92,44,51,55,83,87,,
BI Analyst,BTech,70,2.3,56,64,6,4,77,73,29,68,0,3,84,31,34,50,63,70,,
BI Analyst,BTech,22,2.0,41,82,1,6,79,65,75,86,0,2,64,57,47,36,75,86,,
BI Analyst,BSc,50,1.0,65,60,3,1,66,80,74,48,0,1,59,39,58,55,94,37,,
BI Analyst,BTech,90,3.0,80,66,3,7,55,60,54,74,100,4,95,40,49,98,91,58,,
BI Analyst,BTech,55,1.1,80,70,4,7,60,29,46,57,32,0,72,94,73,36,98,47,,
BI Analyst,BSc,22,0.9,81,60,4,3,73,63,64,58,0,1,85,66,80,35,74,35,,
BI Analyst,MTech,57,0.6,50,83,2,4,68,65,72,65,0,0,82,57,42,49,62,70,,
BI Analyst,MSc,22,1.1,100,98,0,4,85,62,89,67,100,0,96,61,50,75,100,61,,
BI Analyst,BTech,49,0.5,87,66,2,4,74,86,38,49,0,1,89,56,72,33,54,69,,
BI Analyst,Diploma,69,4.7,100,93,0,3,64,100,56,38,100,1,65,41,83,80,100,51,,
BI Analyst,BBA,82,0.4,55,100,0,0,66,81,51,67,0,0,57,48,49,51,100,65,,
BI Analyst,MCA,84,0.4,75,70,5,2,63,75,33,54,0,1,55,86,55,81,82,59,,
BI Analyst,BE,44,3.2,89,61,1,3,69,83,71,52,71,0,55,60,66,83,83,64,,
BI Analyst,BTech,36,0.9,62,64,2,3,55,92,17,49,0,3,73,64,37,15,49,32,,
BI Analyst,BTech,75,0.5,81,61,4,4,77,42,52,87,36,4,85,78,58,66,52,59,,
BI Analyst,MBA,23,0.3,72,56,2,5,76,57,49,77,56,5,79,44,55,69,84,61,,
BI Analyst,BE,81,5.9,86,74,2,0,68,69,61,52,70,0,59,51,79,100,90,69,,
BI Analyst,MTech,89,2.1,42,79,2,3,44,73,89,53,68,3,79,75,63,64,80,59,,
BI Analyst,BTech,69,2.1,58,89,1,3,66,79,59,67,53,2,84,66,30,63,100,44,,
BI Analyst,Diploma,92,2.7,44,92,3,2,64,100,58,100,74,2,82,73,68,91,91,77,,
BI Analyst,BTech,60,0.7,59,97,0,4,59,55,40,100,0,0,84,86,39,44,71,34,,
BI Analyst,MBA,91,1.7,57,100,1,3,61,96,81,53,42,0,83,74,66,37,78,33,,
BI Analyst,BBA,57,0.4,55,68,6,2,22,100,50,69,71,0,98,42,48,51,94,56,,
BI Analyst,BCA,78,0.3,60,68,5,6,50,83,57,84,58,0,100,25,54,79,84,34,,
BI Analyst,BTech,71,0.5,38,81,3,2,63,54,69,43,0,1,39,87,63,48,46,64,,
BI Analyst,BSc,47,0.2,66,64,2,1,33,84,51,54,30,0,77,70,28,59,81,57,,
BI Analyst,MTech,68,1.6,84,74,1,2,83,100,22,71,43,0,57,100,21,100,70,65,,
BI Analyst,BE,12,1.6,48,96,1,6,43,98,52,100,55,0,66,6,83,81,90,73,,
BI Analyst,BCA,55,0.8,57,76,3,5,68,81,25,75,0,0,38,24,69,36,60,58,,
BI Analyst,BSc,67,2.2,100,81,1,3,48,87,48,49,5,2,91,73,52,57,77,40,,
BI Analyst,BTech,61,2.1,54,70,4,1,71,54,57,45,51,0,68,52,64,57,73,58,,
BI Analyst,MSc,67,6.0,92,100,0,2,68,74,45,66,80,0,64,74,79,62,100,74,,
BI Analyst,BCA,42,1.8,87,88,2,4,43,78,57,64,96,0,65,49,28,87,94,41,,
BI Analyst,MSc,80,2.0,85,86,2,6,67,100,84,65,70,4,81,74,46,84,88,73,,
BI Analyst,MTech,75,2.2,80,58,6,3,64,63,59,58,0,3,73,100,64,65,100,24,,
BI Analyst,MCA,74,2.4,90,85,0,4,61,57,67,69,63,1,76,55,79,71,91,56,,
BI Analyst,MBA,92,2.5,62,96,3,3,67,73,45,73,0,0,72,34,33,34,89,36,,
BI Analyst,BCA,97,0.5,44,45,7,5,67,38,91,60,0,0,60,76,46,53,79,59,,
BI Analyst,BSc,93,1.1,83,58,2,5,100,62,35,62,0,0,38,33,67,52,64,58,,
BI Analyst,BSc,82,3.4,60,100,3,2,68,87,70,82,48,1,52,99,44,80,61,44,,
BI Analyst,BE,47,1.2,45,100,3,1,71,89,58,47,29,0,58,44,55,100,77,25,,
BI Analyst,MSc,67,3.6,69,96,0,7,87,100,45,47,46,6,91,25,65,48,96,100,,
BI Analyst,MSc,44,2.4,60,100,2,3,49,60,68,49,0,3,78,94,59,37,82,74,,
